 , ,Method 1 _pval,Method 2 _pval,Method 3 _pval,Method 4 _pval
Gene 42,Gene 7,0.897955867298271,0.42974113495872635,0.5826865965282759,0.8302460281509745
Gene 43,Gene 7,0.7165234976338106,0.6786897613839855,0.2144592930596929,4.678602626888573e-4
Gene 44,Gene 7,0.9420751430285021,0.16119322674541858,0.4783084515801308,0.2910544420058465
Gene 45,Gene 7,0.4193766491675659,0.015375972517334358,4.796394752544231e-4,0.007523159844336602
Gene 46,Gene 7,0.9056090918548534,0.19097291707026276,0.1584443041170318,7.09868380730505e-5
Gene 47,Gene 7,0.30549759333594273,0.04113131948090043,0.005861790163120384,1.5313149370754786e-7
Gene 48,Gene 7,0.8478713793862551,0.5335508866716552,0.5272693914334086,0.43806706364673564
Gene 49,Gene 7,0.5142451022924712,0.46742451480939895,0.02283489479825329,5.690785475407356e-4
Gene 50,Gene 7,0.37297006877069805,0.027067071969357315,0.05504524070762762,0.0033030766193646866
Gene 51,Gene 7,0.3008059161161303,0.05045815588008562,0.005079313965433707,0.03938119822233821
Gene 52,Gene 7,0.36141816603304666,0.08793925707089079,9.216738529116419e-4,0.08413428851905413
Gene 53,Gene 7,0.43683935800520635,0.11456478067846199,0.00474108529196382,0.18839970460192212
Gene 54,Gene 7,0.48401677278020516,0.19186237001295559,0.019611349861423655,0.4538581165666784
Gene 55,Gene 7,0.9703628390581407,0.9608479327553174,0.19092605625734071,1.6570287098005565e-6
Gene 56,Gene 7,0.6351788579454132,0.8650132865076057,0.29582126008165766,0.9362416648779581
Gene 57,Gene 7,0.2970333743043434,0.07389620140984965,6.787864797437315e-4,0.012253126235955758
Gene 58,Gene 7,0.8239395533831548,0.6939003244743085,0.3782069244349904,0.9212804282278397
Gene 59,Gene 7,0.6116457527464427,0.24199992423090855,0.3041257340125738,0.09135609226776631
Gene 60,Gene 7,0.8873004679086409,0.6313680063073763,0.40810956489612016,0.06624846083703617
Gene 61,Gene 7,0.8439610537532567,0.09419831520511313,0.8253728051773008,0.6498508583037559
Gene 62,Gene 7,0.9820385230267656,0.26036842543221494,0.6963945283186825,1.1696962747276274e-6
Gene 63,Gene 7,0.9240969499954061,0.9808121071317395,0.07662429316630637,0.6864781065550052
Gene 64,Gene 7,0.5544130945496824,0.9001021719647859,0.14750109161255565,0.42643355100429137
Gene 65,Gene 7,0.6480338704621025,0.15240214033573363,0.4006744196784964,0.7670059770289732
Gene 66,Gene 7,0.8547672965627191,0.8797019451430588,0.23308251163928495,0.014152558184009179
Gene 67,Gene 7,0.8950755237971746,0.2673332357336333,0.44622013947286,0.6227374353764124
Gene 68,Gene 7,0.7562065818284185,0.3486519825656005,0.43483877701990226,0.4893057700190693
Gene 69,Gene 7,0.34255337326196234,0.034048551673616645,1.2668772527124617e-4,0.11213562146438716
Gene 70,Gene 7,0.31916148511986786,0.03421657807680467,0.0016064617252162794,8.299032988157151e-6
Gene 71,Gene 7,0.4536411745992335,0.037180773038666626,0.5582263906533611,0.42381538389085605
Gene 72,Gene 7,0.48496334038237965,0.1095693457471838,0.10283345861396098,0.04201009017582025
Gene 73,Gene 7,0.7030589078395422,0.5500407352078907,0.06536427156696223,0.7523659325800593
Gene 74,Gene 7,0.5674033864227339,0.004015442070416153,0.2620358047376765,0.4908819452493418
Gene 75,Gene 7,0.9119454014781379,0.8588974458432879,0.6585174111960621,0.43155326978336017
Gene 76,Gene 7,0.5221348751576629,0.07302909631191645,0.6312663904087967,0.013951115324810859
Gene 77,Gene 7,0.5275545076949713,0.03291020531885569,0.6798632060974772,0.3447127847453264
Gene 78,Gene 7,0.6686919625664838,0.6214742269679572,0.06367455548112888,2.058382562175609e-7
Gene 79,Gene 7,0.4456935552820962,0.3490548273869605,0.12746531308885944,0.12197541270739087
Gene 80,Gene 7,0.3525822899896187,0.16114188268288854,0.02814137876321743,0.052181458149199056
Gene 81,Gene 7,0.9366127213302515,0.2363999352671451,0.3221090286638426,0.002965417791579883
Gene 82,Gene 7,0.9077077581270849,0.4830352701913798,0.10043459395960341,0.2619154425129804
Gene 83,Gene 7,0.3484055252016236,0.15891962561486106,1.3135357739724185e-5,0.2113480550492839
Gene 84,Gene 7,0.6849302303250893,0.3887058651731088,0.0035446699422887473,0.0019270708479350862
Gene 85,Gene 7,0.8537078048044169,0.37381932730366474,0.07141197261982435,0.2061893583748191
Gene 86,Gene 7,0.3845175616893195,0.012565410585245518,0.11533763129057717,0.5433393228520005
Gene 87,Gene 7,0.5681301536575589,0.05105006487901731,0.9814852217151733,0.9702752910577375
Gene 88,Gene 7,0.5427450388821622,0.17913246318079112,0.899246605085422,0.017773657215095717
Gene 89,Gene 7,0.7883063702777868,0.3608173712344449,0.13592333056271766,0.4259074625974395
Gene 90,Gene 7,0.41141811541963413,0.28798129939170436,0.01906582126859413,2.4671925761055036e-5
Gene 91,Gene 7,0.9182129652282389,0.1632843664766901,0.09287495424570591,0.005013590214932417
Gene 92,Gene 7,0.8978240083429587,0.4938061226902508,0.20077840162404526,0.007309072193315114
Gene 93,Gene 7,0.4763098853488472,0.25473194054516224,0.021980899677282117,0.821898945012669
Gene 94,Gene 7,0.6924334088205808,0.23290024822290323,0.9724774952494815,0.16914321852759184
Gene 95,Gene 7,0.3864872236104291,0.0017193200163465594,0.010893300956839935,0.3092755805915992
Gene 96,Gene 7,0.74625856693629,0.14089801766021703,0.00976298615815896,0.008339471410796717
Gene 97,Gene 7,0.6648250265851181,0.06962877997464201,0.7148735572780449,0.42842885389292196
Gene 98,Gene 7,0.42509260816086236,0.014246531493369963,0.2063900585650953,0.653898099301669
Gene 99,Gene 7,0.20776589324823247,0.005776110063954842,2.419435842959672e-5,0.023422197399033395
Gene 100,Gene 7,0.36464468212273093,0.5608316165056595,2.5487720249639523e-4,0.5309951996352678
Gene 9,Gene 8,0.31007318496732394,0.021383572025286846,0.8818693245360345,0.0036019653436507593
Gene 10,Gene 8,0.4654976161577278,0.13181808315415822,0.3366382638688892,0.14785312833882847
Gene 11,Gene 8,0.7799416937028851,0.8317575624072404,0.4294600474286827,0.9644792845995258
Gene 12,Gene 8,0.394699976060916,0.25511832732110395,0.014814242841855618,0.15219195959622067
Gene 13,Gene 8,0.801127872921436,0.21606630444285835,0.22792938977067934,0.4878166505870998
Gene 14,Gene 8,0.3371520767939187,0.04485262956513614,0.7813681728070321,0.4210887605686695
Gene 15,Gene 8,0.5419218960649825,0.6318194268229442,0.013481443739657095,0.003837548640712063
Gene 16,Gene 8,0.6983397354658729,0.6973890989880012,0.044475679610592955,0.0015250663994184066
Gene 17,Gene 8,0.24906719038243375,0.059170986942832515,0.005155431831930235,0.002789665427484822
Gene 18,Gene 8,0.4237249154321088,0.16624802517035908,0.6592692257920936,0.52968967531395
Gene 19,Gene 8,0.42115788528567855,0.13698397802399676,0.2853830863192004,0.38294003172332247
Gene 20,Gene 8,0.30557647621191664,0.06010000488155631,0.3516115557515662,0.44404711418173237
Gene 21,Gene 8,0.3111371550853532,0.13863292904547087,0.009876613092379305,0.013732048542732356
Gene 22,Gene 8,0.29794959984539915,0.0508188490725221,0.2954451915254914,0.7207973593138546
Gene 23,Gene 8,0.4227528765669506,0.1273831796068059,0.6783418418289031,0.49190331630411843
Gene 24,Gene 8,0.42237721099433223,0.22889194599474272,0.038927286473470435,0.1238746962703654
Gene 25,Gene 8,0.5957359395166315,0.4663317873290629,0.7823429799507837,0.30180109850907244
Gene 26,Gene 8,0.2414155063237151,0.027542279640277556,0.08370106099156516,0.250191328306542
Gene 27,Gene 8,0.587579255835593,0.7497106665763036,0.0011631980544359877,0.2571342583588394
Gene 28,Gene 8,0.8532613583769053,0.34643343390890036,0.8569572416731361,0.3138805850234423
Gene 29,Gene 8,0.23426963539462053,0.03781529671451045,0.0021433800921097923,0.006475543343715362
Gene 30,Gene 8,0.617826994890176,0.7389687810376189,0.27867173489357766,0.023513286948687817
Gene 31,Gene 8,0.42189002479856286,0.12382163245671984,0.7739317895377973,0.932442656397305
Gene 32,Gene 8,0.8650968269646342,0.8907557051007111,0.8535936085246225,0.3051543884145618
Gene 33,Gene 8,0.8544648979069613,0.4108870066196699,0.6148056443812764,2.5389675457399008e-5
Gene 34,Gene 8,0.6607235440489283,0.33805363704168934,0.3643605757179853,0.6520910258377348
Gene 35,Gene 8,0.3860712959473287,0.10194333379383447,0.0820077007131057,0.02094194352254486
Gene 36,Gene 8,0.351721956575312,0.11338464792016456,0.3884666732019193,0.3381006149692256
Gene 37,Gene 8,0.4334671227796032,0.22944050453606768,0.08352435089181087,0.0017087855334498858
Gene 38,Gene 8,0.6933313658590865,0.6971585264558149,0.5123896936754664,0.8577785787971979
Gene 39,Gene 8,0.3972355504910936,0.045943355413337494,0.05197192300847919,0.7546484039112287
Gene 40,Gene 8,0.5443872301408226,0.39451601864373753,0.007308273893342987,8.037758028471842e-4
Gene 41,Gene 8,0.4051987640340804,0.2560204386912255,0.25134016054946473,0.49995919564635893
Gene 42,Gene 8,0.4087582247657138,0.10426163359240759,0.9187597919089088,0.536900415533105
Gene 43,Gene 8,0.5174761859471053,0.11259221519273588,0.054396351423206646,0.3039389747862007
Gene 44,Gene 8,0.9110990874792027,0.592294150247394,0.12027381611492349,0.00675973016791187
Gene 45,Gene 8,0.7670731510614832,0.449494922723501,0.7017602758960277,0.8429855030966533
Gene 46,Gene 8,0.597098432610899,0.43811172782032015,0.49676709302099,0.5940212851774127
Gene 47,Gene 8,0.27168601964452566,0.07751265536227603,0.0011379988757045378,0.4208312410647612
Gene 48,Gene 8,0.8468979996543562,0.2954547657655535,0.867965934760073,0.08416688126432637
Gene 49,Gene 8,0.285412903737859,0.024840631024985793,0.20909067226967726,0.5755038743080956
Gene 50,Gene 8,0.3510633964466434,0.16073457910706734,0.011355258709051075,0.47751511817703696
Gene 51,Gene 8,0.26054047371326994,0.08688370510341437,3.413976798705143e-4,0.01220319093121014
Gene 52,Gene 8,0.8655055542499746,0.6223171182732081,0.001780106894205602,0.011880962015929253
Gene 53,Gene 8,0.4828177834714027,0.10285443134249506,0.28355975139279943,0.5513881584167393
Gene 54,Gene 8,0.2760653104516033,0.039819183020460835,7.9238800777226e-4,0.2273948741499947
Gene 55,Gene 8,0.7975397422320898,0.8814652730458856,0.6522024311516121,0.38028509416027423
Gene 56,Gene 8,0.276976493506756,0.029024643218016788,0.2005167593749566,0.14742739468103405
Gene 57,Gene 8,0.9077552588882551,0.9127629547825591,0.6294558950187967,0.004150140412040537
Gene 58,Gene 8,0.27427395458205184,0.055453634553386255,0.059232996761153345,0.07396421833823807
Gene 59,Gene 8,0.353417897195603,0.0580368812884231,0.40193266295520536,0.2708262693627481
Gene 60,Gene 8,0.35885648348173294,0.09794526452469099,0.5663278837724521,0.7085007530784142
Gene 61,Gene 8,0.7505482387481459,0.36080715482717385,0.21473786045362653,0.2912684496203106
Gene 62,Gene 8,0.5131449792597977,0.13990159943786074,0.030296312526441715,0.2699903518122535
Gene 63,Gene 8,0.2894233787950926,0.0430348607033324,0.018180774917886167,0.3310465328453487
Gene 64,Gene 8,0.2853000900051834,0.05821111530474843,0.1131932655416088,0.939282408301662
Gene 65,Gene 8,0.6971068607933746,0.27600494844512413,0.0024387758939263815,0.5054356246539424
Gene 66,Gene 8,0.5099452618607865,0.08085263371022644,0.3244574398803053,0.11758595668530081
Gene 67,Gene 8,0.8501426325221093,0.4040640596767555,0.3377282097900074,0.23635661762699067
Gene 68,Gene 8,0.45036386371908654,0.10838521571481552,0.08410543617884536,0.6254205336511076
Gene 69,Gene 8,0.7630293073215468,0.33392182017529626,0.4602049684795946,0.390381205817802
Gene 70,Gene 8,0.36500685336704075,0.16610425059163236,0.07144411938373607,0.0071384069271824835
Gene 71,Gene 8,0.3695192944949577,0.260454632314322,0.0012127309322265134,0.9609267465547036
Gene 72,Gene 8,0.8820655178356758,0.4799936708645105,0.26149004268755727,7.431297898026212e-4
Gene 73,Gene 8,0.29581982000146967,0.05561786824484871,0.013548398670906625,0.0494771305985362
Gene 74,Gene 8,0.8382152563639278,0.8911093555137464,0.020954292914414197,0.002769631984574694
Gene 75,Gene 8,0.2625358040503234,0.018179485751779412,0.061542181477125535,0.8102274111966352
Gene 76,Gene 8,0.2673423290349852,0.0592209591598043,0.010951768617039948,0.5467291905971514
Gene 77,Gene 8,0.3534683127045213,0.08488484758360859,0.188764848092438,0.8688260104412315
Gene 78,Gene 8,0.40285043809190335,0.13447895216745387,0.017358710731820715,4.288908048297735e-4
Gene 79,Gene 8,0.30354495136621495,0.1369072059014842,0.024889379702762282,0.5436849954716041
Gene 80,Gene 8,0.4800691277954281,0.3732115978701518,0.5007279295758003,0.9855580638907218
Gene 81,Gene 8,0.40868431708508735,0.0834650881178336,0.05195049983021294,0.24744231273315798
Gene 82,Gene 8,0.27564883382723493,0.03512794640868533,0.018072436868326047,0.03350300689005836
Gene 83,Gene 8,0.810249826539698,0.41747880405705473,0.7357686628814106,0.8501311547557224
Gene 84,Gene 8,0.8321557993573623,0.37327676107507246,7.720921518661328e-5,0.26858312585234145
Gene 85,Gene 8,0.3048592750619068,0.03657626846644324,0.08301434961403609,0.29895268312511036
Gene 86,Gene 8,0.3936790063062632,0.2058283186682739,0.018868811373013106,0.3313924373191983
Gene 87,Gene 8,0.9504549515890572,0.800968928604793,0.02454492186839974,0.003531574374580515
Gene 88,Gene 8,0.5826830962867244,0.6689861918558115,0.1762879548870464,0.03569677663466875
Gene 89,Gene 8,0.3627713889747317,0.09680211398992422,0.011053918178154598,0.6941292069166489
Gene 90,Gene 8,0.22350915778232294,0.08818172844321426,4.890275200342131e-7,0.2795214027061639
Gene 91,Gene 8,0.604521909310614,0.23697194259958,0.2662730257451469,0.7535229856639327
Gene 92,Gene 8,0.2857841616663017,0.05646281994404179,0.01780576173353965,0.15167227279253348
Gene 93,Gene 8,0.2825626958770928,0.05568474172432425,0.0026637705217045227,0.033175468289502685
Gene 94,Gene 8,0.22704233594920353,0.05035449990598018,5.80214245093913e-7,4.187396747568073e-6
Gene 95,Gene 8,0.7532882884522227,0.7044350309484055,0.021956817452091437,6.101703724681329e-5
Gene 96,Gene 8,0.6968225123298626,0.35209942072107503,0.060623547892243,0.04658157150580022
Gene 97,Gene 8,0.919809429271512,0.3953927375061832,0.5214419721048538,0.34552078001136244
Gene 98,Gene 8,0.5813387772276961,0.5464000542419829,0.19543459262012264,0.5596212712955335
Gene 99,Gene 8,0.6323816271160214,0.5061724824834595,0.504939235720246,0.9829198341647449
Gene 100,Gene 8,0.6172830460332237,0.3610644176217992,0.992998651711638,0.16939400431023155
Gene 10,Gene 9,0.4313331906803437,0.31934433479961855,0.22453595952128214,0.4744457825399935
Gene 11,Gene 9,0.9071030315194364,0.09760564843528852,0.0828003804668036,0.612386406888282
Gene 12,Gene 9,0.5643233296415937,0.6392890331165666,0.8210986242156273,0.11004037226375529
Gene 13,Gene 9,0.42907740747609524,0.011771142634908083,2.0782855810241863e-4,0.912004609313136
Gene 14,Gene 9,0.24741622656662576,0.02488488737548522,0.003563723234897731,0.06348725909793274
Gene 15,Gene 9,0.8440269492447015,0.5799381649177724,0.058407243004102494,0.06345775576073587
Gene 16,Gene 9,0.959289492734605,0.7377775066225978,0.19844179710907928,0.8388462565725632
Gene 17,Gene 9,0.2705699125697274,0.04321764713849907,0.026782771604719313,0.7357069916671011
Gene 18,Gene 9,0.4052206091119832,0.1940534156874334,0.08998112873835495,0.6685200920226975
Gene 19,Gene 9,0.32713073434770146,0.0535923869888737,0.0030577470186743394,0.08215125119517741
Gene 20,Gene 9,0.3124914541146653,0.07090164867514415,0.06390146920087658,0.6452067270774793
Gene 21,Gene 9,0.47995483869974165,0.40369273552494267,0.9831790527809752,0.9085878895022914
Gene 22,Gene 9,0.2783552655378798,0.04472587861951016,0.02738609954640636,0.7400089267613918
Gene 23,Gene 9,0.2800362318953771,0.06995232400068718,1.8994487892820544e-4,0.05527993645587448
Gene 24,Gene 9,0.5061726133436375,0.19969856698860133,0.394907316794449,0.7114909389643949
Gene 25,Gene 9,0.6675994579522326,0.7618525409081194,0.8356402211817135,0.9555208341730244
Gene 26,Gene 9,0.23673308230487833,0.02597289797000424,0.020918608570987818,0.22591304608759355
Gene 27,Gene 9,0.8974561775151599,0.5984649867770109,0.047077248515928094,0.506518819165588
Gene 28,Gene 9,0.7172686420042167,0.12430730228052966,0.2659771579510799,0.8328231882218695
Gene 29,Gene 9,0.30539226563982536,0.03657067020514382,0.9554230645502615,0.6533924105376898
Gene 30,Gene 9,0.906610908586545,0.36818928010461627,0.14716922308485225,0.7427829294810915
Gene 31,Gene 9,0.43899126297972524,0.3034835055458427,0.29399992506026984,0.5420982256989255
Gene 32,Gene 9,0.9923742415273971,0.5091852992339039,0.5377944336901037,0.5557415099992205
Gene 33,Gene 9,0.7940483330936292,0.189291957430328,0.9227680507007086,0.5875425318608598
Gene 34,Gene 9,0.5364124242265946,0.21125537043050335,0.03403640610283909,0.6648742409335695
Gene 35,Gene 9,0.3337253840358698,0.06071019903870267,0.022326904108478596,0.16002435788692493
Gene 36,Gene 9,0.3214966261956256,0.14684291450509335,0.013808661576160342,0.28555516466096886
Gene 37,Gene 9,0.5303504403087613,0.5403396404139231,0.7247115072926709,0.7166657489740671
Gene 38,Gene 9,0.6868763843801555,0.8018040691145845,0.27597286139253496,0.7241239073131922
Gene 39,Gene 9,0.3176872630415182,0.0010981734308124214,0.021797016492975718,0.8811575920296957
Gene 40,Gene 9,0.8306333293017039,0.539518542179749,0.1578708637093469,0.29646044122160387
Gene 41,Gene 9,0.49509123663682963,0.6326221872419509,0.507577972820838,0.45419887701788975
Gene 42,Gene 9,0.36486778538313214,0.20414316847303904,0.08242366455020633,0.013418238078434008
Gene 43,Gene 9,0.4679734687213064,0.009752021960834023,0.07706804139730727,0.7643980033183393
Gene 44,Gene 9,0.8406327781544616,0.05424723507167539,0.713555294347954,0.7474087280251951
Gene 45,Gene 9,0.7637539986081294,0.79146199732285,0.6625258084585508,0.05522872205306739
Gene 46,Gene 9,0.7540443586695826,0.8932970667503386,0.14347305030864566,0.10277585978230097
Gene 47,Gene 9,0.30309595131805467,0.038387576542078916,0.04051526125859728,0.36900547432372055
Gene 48,Gene 9,0.6183271762536857,0.01197811799772408,0.03868331067809949,0.8869993065298312
Gene 49,Gene 9,0.18781978599841986,0.0046589927655191765,1.508575140938273e-4,0.03806770264905124
Gene 50,Gene 9,0.40120736649374233,0.17413456630100832,0.05150088537292752,0.5069114529163772
Gene 51,Gene 9,0.3229754491912422,0.062319277157343755,0.08837301362720429,0.5377932643768804
Gene 52,Gene 9,0.772544870746888,0.3355412514430307,0.011739941721500058,0.009215008212923648
Gene 53,Gene 9,0.29549609478865513,0.004741518126335054,1.7191232138524803e-4,0.10997824471478101
Gene 54,Gene 9,0.2535640829181327,0.0023955262328860805,0.010105119824575182,0.7176807706254975
Gene 55,Gene 9,0.9142213942140649,0.34210975940538013,0.9905625598069376,0.0580236623592667
Gene 56,Gene 9,0.2143743235379203,0.016357486645829145,0.003076948450717598,0.6514724944605033
Gene 57,Gene 9,0.9313881348968873,0.5264653273265794,0.910096763263448,0.10940136494367203
Gene 58,Gene 9,0.3250790031698547,0.0883807780078738,0.17847834328546397,0.6962074879881532
Gene 59,Gene 9,0.2693223228871118,0.044246603414730634,5.515487857663537e-4,6.436201016524201e-5
Gene 60,Gene 9,0.40390933411238295,0.2724979511636967,0.6063599755891105,0.34583094275991466
Gene 61,Gene 9,0.5295530950383418,0.4528629214402957,0.0012719354017112217,0.04616982694548666
Gene 62,Gene 9,0.5001938474842529,0.008668427412414692,0.34298293245288924,4.156954341638652e-6
Gene 63,Gene 9,0.34749987748885003,0.021667937804345172,0.37672269574185213,0.008718117339625797
Gene 64,Gene 9,0.2839028253679714,0.0820022804419851,0.0600451612098849,0.32901325520327607
Gene 65,Gene 9,0.4751735341148011,0.2972407540618853,0.01334863737405767,0.17216691533817352
Gene 66,Gene 9,0.29414612218194014,0.003940749927249909,3.994421518638269e-5,4.093749987221784e-6
Gene 67,Gene 9,0.699503212485036,0.03634225639095967,0.100294771688068,0.8655629673749874
Gene 68,Gene 9,0.35514448019077305,0.17768269958034355,0.008663961116007313,0.374381079818797
Gene 69,Gene 9,0.7522123679856203,0.17072237787953193,0.7661523501000678,0.8117972900939665
Gene 70,Gene 9,0.4060688995778743,0.2133435449812915,0.08208822617736988,0.0053124389042793485
Gene 71,Gene 9,0.5462684242629163,0.3916697983437101,0.8567950942067486,0.20295983942901952
Gene 72,Gene 9,0.7658303235127801,0.10425007648853768,0.1274794400519661,0.5915788337822345
Gene 73,Gene 9,0.28865160252966526,0.034232150869513145,0.022762639399545703,0.35133949711479673
Gene 74,Gene 9,0.9842976984726304,0.42857023039276587,0.5287949183730696,0.0044019799688823635
Gene 75,Gene 9,0.21924560754608335,0.004242595900321833,0.005954702054589367,0.03993171170645815
Gene 76,Gene 9,0.31853181632871963,0.04199766492533885,0.153399227997987,0.23217203003363673
Gene 77,Gene 9,0.349758103743131,0.048039009469108995,0.10829106644748498,0.8895482914281105
Gene 78,Gene 9,0.3851125007415668,0.06651878784520382,0.08291851438953768,0.613138252265669
Gene 79,Gene 9,0.3883276044490569,0.33886635073312155,0.1985795783784683,0.3916914453116229
Gene 80,Gene 9,0.5643896314724068,0.8992216152948633,0.6675288919614242,0.5752856715071006
Gene 81,Gene 9,0.3516574429800323,0.027310280458074043,0.023483875371266505,0.7386519270766776
Gene 82,Gene 9,0.3036065881541121,0.024675400403967318,0.12593545994979394,0.5932287007364447
Gene 83,Gene 9,0.8092240675992335,0.2584203969276191,0.9448898249886415,0.5742478449929513
Gene 84,Gene 9,0.5868856414059636,0.7069704531700867,0.036601093077373026,0.1254889435313662
Gene 85,Gene 9,0.30340677980383113,0.025524463277740272,0.07783163357383094,0.5920399432764105
Gene 86,Gene 9,0.46275928151010626,0.18634809823604082,0.2027612512291299,0.618696023185564
Gene 87,Gene 9,0.9733027669542642,0.35865285473972097,0.9143440656719273,0.1116284078958576
Gene 88,Gene 9,0.8385336440976989,0.6348235024032236,0.13522486218766527,0.7170809671887013
Gene 89,Gene 9,0.36158348723039646,0.050630326487853816,0.0643167361794903,0.44364931014848485
Gene 90,Gene 9,0.3687684753221947,0.1122470719058648,0.7266029269916578,0.5956517565553738
Gene 91,Gene 9,0.4837530402205885,0.10852041774381505,0.022806500909016147,0.6993129602576291
Gene 92,Gene 9,0.35837315236975176,0.04052531893556299,0.40099263812670016,0.6599906305947172
Gene 93,Gene 9,0.26517363815920514,0.01437351690003097,0.005436049810866539,0.0018952941370693477
Gene 94,Gene 9,0.33590587027834307,0.016319544601281155,0.5121330858972839,0.047877807888411006
Gene 95,Gene 9,0.8034563993337389,0.2338368564008717,0.5665383523930687,0.5533896726098682
Gene 96,Gene 9,0.6014434000748476,0.8391104480739413,0.278699680126699,0.6659566696160826
Gene 97,Gene 9,0.6509988295189189,0.09344533720451498,0.031376338618205546,0.41933804523000595
Gene 98,Gene 9,0.6978998384186288,0.7877057392385296,0.72786931627759,0.6203681628941438
Gene 99,Gene 9,0.5674103822256518,0.448181883355542,0.0476841798475105,0.23486988752276172
Gene 100,Gene 9,0.4687391569527475,0.2631124995730585,0.015633447532697797,0.0012056198077254887
Gene 11,Gene 10,0.48285679004278403,0.02449952533469113,0.017418662187695055,0.017964356166612738
Gene 12,Gene 10,0.4835959262251317,0.010694489140022911,0.9592668633650714,0.09800516423021244
Gene 13,Gene 10,0.8688734886948306,0.21054740676118877,0.44346663853967905,0.46678486975559363
Gene 14,Gene 10,0.3280736528520296,0.29912797275934655,0.005633639927419942,0.138763294569348
Gene 15,Gene 10,0.5633105240279737,0.008011642508007455,0.8041750477955865,0.1655801517981601
Gene 16,Gene 10,0.6069407429631075,0.01101732563722213,0.36709559538750414,0.7828258692465848
Gene 17,Gene 10,0.48890225916196606,0.2938100822145595,0.9038620431648301,0.5263214633130548
Gene 18,Gene 10,0.42718814794089255,0.46487343150520855,0.0452152801794774,0.40109127361169694
Gene 19,Gene 10,0.7251007663121076,0.8943490132006633,0.6068730577519865,0.35212006689056263
Gene 20,Gene 10,0.23423923521684054,0.11522551836259609,1.555333184819485e-4,8.42639938194445e-5
Gene 21,Gene 10,0.23221757992459735,0.009129826828257581,0.003920921931541477,0.8723953526862824
Gene 22,Gene 10,0.2705795300834879,0.18480463221715415,0.0021850572854282824,0.35346201937454236
Gene 23,Gene 10,0.7502017724093164,0.6638060031684336,0.43234640731439233,0.6130570772807773
Gene 24,Gene 10,0.5035189291870763,0.790199396551251,0.22675631265484375,0.9913258634376345
Gene 25,Gene 10,0.43565563609121805,0.48910463040945396,0.01291333768926739,0.31741185984352027
Gene 26,Gene 10,0.24675989250829145,0.04946448173201379,0.009280927847632015,0.3408843982309082
Gene 27,Gene 10,0.7714701733178928,0.04967879054868907,0.1826599577574073,0.1606177605028829
Gene 28,Gene 10,0.7360629353552135,0.5442643190248311,0.1394259703831131,0.9843210318506312
Gene 29,Gene 10,0.3326543519649674,0.055708317058607015,0.878882208095922,0.009752178622762564
Gene 30,Gene 10,0.3383342232343671,0.01816229872615316,0.0031894255569839824,0.04002201135054162
Gene 31,Gene 10,0.20457343309712228,0.011049871646839238,1.4966282730766167e-4,0.08539796868500704
Gene 32,Gene 10,0.8055255550326974,0.9228227252653998,0.5447773021430335,0.7956224841054924
Gene 33,Gene 10,0.5580427586484116,0.8629192129256664,0.0025574862656350117,0.4133149732681707
Gene 34,Gene 10,0.9576758790347586,0.3951883688998543,0.12169701430848479,0.9909266381943103
Gene 35,Gene 10,0.7174148671592402,0.1546465235330987,0.42800195901199123,0.9054796391564415
Gene 36,Gene 10,0.44419591316441065,0.26071302058857215,0.24666406934468332,0.5062016125357165
Gene 37,Gene 10,0.48655157494113,0.00778172944581379,0.6206146547568587,0.076182813643481
Gene 38,Gene 10,0.9842764551879362,0.8109458352594283,0.2291933725374795,0.3172109419199993
Gene 39,Gene 10,0.7062653711617004,0.6482903632457195,0.7045720877767725,0.9457445040612515
Gene 40,Gene 10,0.3973655029239582,0.11942790109157819,0.042105465320821045,0.28590222854210334
Gene 41,Gene 10,0.4004273779166563,0.0837977336090232,0.11500090055256029,0.9425729000840382
Gene 42,Gene 10,0.35404109251064075,0.01580058741789281,0.05132290300880804,0.0759893325377512
Gene 43,Gene 10,0.6473219473239422,0.9692800845606311,0.2981653437919283,0.41060941405321794
Gene 44,Gene 10,0.7230756731861274,0.02747632341324935,0.17342818630329937,3.4875891899543987e-4
Gene 45,Gene 10,0.3980801994528804,0.024114379631254623,7.187117153450995e-4,0.16525296065639905
Gene 46,Gene 10,0.516582527053622,0.0232009454663773,0.08978422514240769,0.004043646011835822
Gene 47,Gene 10,0.6454794829222135,0.5327238450910659,0.18097307036831367,0.0101579694562286
Gene 48,Gene 10,0.8865551445275981,0.09590354579676075,0.3770818510170155,0.5505752809461812
Gene 49,Gene 10,0.5133663629907841,0.31779510296319824,0.8540902572400004,0.5150761621836948
Gene 50,Gene 10,0.4625854920823498,0.4489947352100887,0.17179600654938265,0.15483391893306742
Gene 51,Gene 10,0.5798648215134552,0.3955897398806987,0.5869283756450452,0.48918426249795743
Gene 52,Gene 10,0.7326920794759306,0.8772735203063529,0.009982645772299792,0.025822703593018526
Gene 53,Gene 10,0.9356724858806305,0.41308695579481425,0.016600356877456868,0.8611072532434356
Gene 54,Gene 10,0.8134120086082901,0.939847501174099,0.011281298673227802,0.004675427336511051
Gene 55,Gene 10,0.3846850038349685,0.06143467302429384,4.956109452223245e-4,1.1240756504204974e-4
Gene 56,Gene 10,0.38016516759706853,0.08530220276875355,0.1338033198188877,0.3388195314521869
Gene 57,Gene 10,0.9525866428685446,0.8423078699261817,0.3655708836217755,0.2014686415648712
