Sample1,sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47
2.2,2.43,2.45,2.47,4.23,4.18,4.76,4.4,6.363971768,5.680071132,5.247035044,5.428778891,5.850986897,5.098701675,3.94113584,3.714840247,3.837539083,3.583773119,3.714520794,3.412350598,3.565444164,3.640347107,3.720573936,3.671634502,3.903729445,3.972718971,3.704311802,3.50559136,3.713442006,3.674834538,3.499268554,3.678474552,4.014009211,4.257277809,4.183602517,4.31315859,4.31315859,4.373170752,4.182538461,4.24875947,4.141815098,4.31315859,4.114246483,4.16894017,4.40596726,4.257791065,4.434631497
5.59,5.86,5.51,5.38,7.24,7.03,7.16,7.04,8.300860446,8.453476425,8.556444744,8.223321179,8.83975808,8.68777108,8.23557757,8.486990283,8.805723517,8.37927729,8.837755934,8.952968087,7.97981542,8.512834154,8.861226792,8.392324276,8.516078678,9.08489682,7.792518027,8.414443299,8.451043506,8.148747219,8.626612389,8.644382514,8.400757312,8.516314622,8.026682264,7.64788141,7.370760831,6.823522744,7.614570649,7.673301636,7.399217704,6.477726518,6.459720662,6.371244836,8.774360417,8.574910601,8.425702199
5.68,5.76,5.85,5.81,4.84,4.53,4.63,4.79,8.920805395,8.783882223,8.565121124,8.611725681,8.503006786,8.765780037,5.760288303,5.91939125,5.948215475,5.339166255,5.394216913,5.394814546,6.177950546,5.592288758,5.817008784,5.597249401,5.422720095,5.354143995,6.320189101,5.571461758,5.54498749,5.561806205,5.496298796,5.2707636430000004,7.061164169,7.168262359,7.792486752,7.306102389,7.969936532,8.475588262,7.871953755,8.22978121,7.848446922,8.736706578,8.277144103,8.579873133,7.011773469,6.815256346,7.445261165
2.82,2.85,2.79,2.83,3.09,3.09,3.06,3.14,4.439589895,4.638097013,4.193905758,4.394376945,4.457351327,5.591523843,2.731412341,2.672709244,2.529836496,2.707827378,2.624360285,2.639878125,2.76424346,2.866771827,2.547038253,2.723249313,2.715903009,2.493213481,2.739612587,2.634686759,2.848716137,2.568916037,2.868446222,2.786120438,3.67200131,4.048007921,3.901002386,3.64320361,3.941624117,3.901002386,3.982329646,4.015998574,3.632451045,4.20739023,3.966209999,3.939897354,3.901002386,3.426866131,3.976349377
10.29,9.56,9.91,10.28,12.89,12.78,12.45,12.5,11.40012161,11.46247671,11.18909562,11.17367089,10.20800263,10.19521224,11.15520081,11.34797229,10.93138655,9.895553426,10.29106565,10.17843133,11.1743148,11.71162773,11.45392277,9.941892517,10.16913014,10.74065486,11.10318422,11.88723077,11.44842892,10.17922341,11.28448088,10.7745001,9.958111809,9.633857848,10.20367444,10.43042761,10.32662225,10.01382241,10.45540565,9.834569789,9.928227845,10.02641173,9.948338072,10.07085107,9.763632162,9.639762954,10.52309203
3.69,4.01,3.55,3.55,7.79,8.79,9.49,9.34,9.183811521,9.502272912,10.08532639,10.15280452,5.902466769,5.283706981,3.932610587,3.375322449,3.74007183,4.111241274,3.895615076,3.912851381,4.020554053,3.412125756,3.46711977,4.008965587,4.026777803,3.6443037,3.822148992,3.524029509,3.860446174,4.014178548,3.706632077,3.707643455,7.845371433,8.061108302,8.04739956,8.671336367,8.13870837,7.862298732,7.727968187,7.749389071,8.005622339,7.199832265,6.760951294,6.415988319,8.402676283,8.981158329,8.655188581
6.64,6.86,6.68,6.05,9.09,9.69,9.65,9.74,11.5951409,11.89454496,12.61083799,12.25195278,10.07791056,8.971408475,10.48392992,11.74701244,11.44918989,10.12638252,12.23189743,11.68669858,10.78428596,11.89707563,11.49750913,10.6407722,12.24689492,11.97812221,10.29001886,10.46545118,10.88099335,9.759758889,10.39396228,10.94358155,10.80041744,10.98716596,10.26055167,10.29714971,10.08645527,9.590112419,9.965854335,10.4409974,9.985023945,9.919965911,9.836540875,9.818359036,11.09333512,10.62310211,10.8025726
3.57,3.5,3.1,2.85,6.49,6.6,7.12,7.48,5.152625572,5.817116691,6.540726308,6.896804646,5.551808218,5.381068752,2.583381752,2.623305297,2.796290136,2.821618828,2.780604128,2.884390592,2.986797247,2.736822559,2.846298722,2.927407254,2.818915857,2.882768548,3.292923901,2.783564096,3.071682834,2.86044265,2.788541546,2.640890443,3.634142638,3.509175781,3.746423948,3.59204466,3.479243362,3.623420176,3.659180083,3.594455801,3.644437302,3.707801782,3.877024873,3.694723788,3.557362719,3.657207131,3.438852388
3.74,3.81,3.38,3.62,5.31,5.12,5.03,5,4.930557581,5.755499182,6.793232631,5.831122263,5.694562654,4.079898599,4.031715224,4.430240055,3.800706447,3.945341353,3.055797718,3.075126653,3.997286858,4.272168796,3.843719133,3.073263976,3.017463605,3.176119522,3.015560989,3.414702333,3.05941912,2.934388143,2.665293999,2.985078788,4.138134588,4.187261974,4.317131259,3.59307485,3.931081272,4.205720441,4.001835142,4.482501166,3.851131092,4.017100323,4.0496288,4.420172389,3.746632144,3.45628944,3.835277611
3.36,3.33,3.03,3.45,6.78,7.65,8.28,8.16,5.745656847,5.691003665,6.58461531,6.026437127,3.624732594,3.783634754,2.983985133,3.642142256,3.069331984,2.655633542,4.518605943,3.550677809,2.874957582,3.861152936,3.399701185,3.125529589,4.98214503,4.017741498,2.904601062,2.98402966,3.001856829,3.288797088,3.108297427,2.944756825,5.577614665,5.646672201,4.729295365,4.273388882,3.915606489,4.051310393,4.16894017,4.459557474,3.691233922,4.032551748,4.046589233,3.77101572,5.971055814,5.104081672,4.226569573
3.2,3.38,2.67,2.7,5.44,5.65,5.89,6.03,4.514412664,0.043638474,4.02268739,2.405597606,0.169104035,3.363030867,2.9479346,2.948933403,2.739561391,2.888864115,2.638884541,3.026777364,2.924661878,2.782540979,2.7670246,3.212934896,2.778096605,2.857414111,3.137322896,2.708105693,3.128868869,2.828952031,2.585323431,3.047281453,4.689313004,4.865587905,5.363003205,4.618075097,4.593504559,5.126731828,4.452155491,5.519549685,5.202672214,5.611074201,5.099678605,6.120802873,4.165683433,3.587008701,4.199408492
8.7,8.83,8.99,9.12,6.67,7.08,6.46,6.36,8.752798758,8.604997922,8.774065532,9.045642276,9.834836023,10.12823926,6.208013321,5.852904869,6.0937832,6.816724565,6.17309615,6.305631702,6.168271084,6.209350289,6.912517984,6.823355372,6.440129851,6.888541235,5.526808235,6.142841288,6.615788764,6.291468098,6.974027337,6.003378234,7.85009617,7.856059862,7.593773192,6.230213566,7.365512796,7.351508402,7.218037944,7.529575373,7.245486108,7.307687676,6.91977304,7.574096361,7.411622186,7.085745789,6.934664691
9.7,9.71,10.11,9.58,12.14,11.76,11.56,11.88,10.98026099,10.94850595,11.32017438,11.37924297,11.0769425,11.52504114,6.411884723,6.480750395,6.158224409,6.797174248,6.784988857,7.212060492,6.902821913,5.657464393,5.796384104,6.699024109,6.872181764,7.249083197,6.789262354,6.692093881,6.96835609,6.808154214,7.12890252,7.410616833,8.842302906,8.65679784,8.229990132,8.051217312,9.26985422,8.839144222,8.653886256,8.379238672,7.640232747,8.916368734,7.85430529,7.914274192,9.246504751,8.304968051,8.94517785
4.18,4,4.07,4.07,9.24,9.83,11.29,11.24,9.393553489,9.952485004,9.922162161,9.507120697,8.525833979,6.759542028,5.682720692,6.337070603,6.173156836,5.452233727,7.147689872,6.766629642,5.573311585,6.877264106,6.557807864,5.478385568,7.279526032,7.28904188,5.039905603,5.142316622,4.768227102,4.946391889,5.359988261,4.928018479,9.560345637,10.02855192,9.059828537,8.525576953,9.000215059,8.289202756,8.606702724,8.850736622,8.222343717,8.38547272,8.004897641,7.921337977,9.701555542,9.453911249,8.836441589
3.02,2.75,2.88,3.01,3.72,3.75,3.87,3.8,6.344835597,6.726136399,6.426853455,6.757570022,2.701653291,1.046819305,2.717793031,2.974350866,2.85516169,2.59228477,3.363962976,3.316422318,2.641303549,3.865369839,3.792906522,2.580055679,4.980997845,4.968708541,2.715252664,2.521488564,2.695744535,2.831153221,2.623067925,2.592275071,3.156605263,3.410242585,3.24846874,3.154772432,3.19735837,3.542598541,3.416571737,3.18890587,3.130763896,3.129366577,3.188311657,3.164665989,3.249716254,3.164665989,2.959046527
7.52,7.75,7.73,7.69,6.88,6.86,6.77,6.66,8.223610791,8.198651301,7.407599185,7.580529931,8.324549613,8.476171036,6.44639198,6.457602663,6.068214035,6.082038718,6.009738268,5.854333843,6.300240789,6.376137363,6.274180819,6.081215635,6.158110913,5.73374248,6.230567241,6.280850432,5.811739927,5.777226723,6.136368416,5.456782983,8.127205801,8.016063993,8.640693033,8.59044474,9.298728447,9.347731405,9.270195516,9.062988611,9.134976413,9.733086862,9.279741195,9.422165476,7.593961838,8.145112273,8.541933434
3.44,3.57,2.85,3.02,8.03,8.37,9.68,9.79,4.25758396,2.27806506,4.988611982,3.708650767,4.753176627,4.613478612,8.078527439,8.704377656,8.227043031,6.813343896,7.88059734,7.4841772,7.781151914,8.661292114,8.566152236,6.486652168,8.256958826,7.444422825,7.582605261,7.177871891,7.087865418,6.466620793,6.153769103,5.470003513,7.435088296,7.901148266,7.245939617,4.8029678,5.981055459,5.804370987,5.508440921,6.981152205,5.597694551,6.342720085,6.00497597,6.375506904,7.114289129,5.428860004,6.262937477
2.78,3.21,3.12,3.32,7.08,7.91,8.25,9,9.768859189,9.450452467,11.40635915,10.82634192,4.156574596,0.901563962,2.813901949,2.581480278,2.739120019,2.686368977,2.803242047,2.839964034,2.703111246,2.620472575,2.611795038,2.409005315,2.656973854,2.668007391,2.563875398,2.790777917,2.468358768,2.907350545,2.629707947,2.788306732,3.621074497,3.225245046,3.326086685,3.049159602,3.254528014,3.248364409,2.966451134,3.164514577,2.938445908,3.287557055,3.205761511,3.341346435,3.111762104,3.122953873,3.030441304
3.27,3.48,3.29,3.4,5.78,5.02,5.75,5.65,8.595287324,9.203286819,10.76242357,10.83554517,8.031698446,9.139142019,10.82943965,10.88618976,10.71858808,10.5858787,10.3001525,10.54003964,10.83712768,10.7780714,10.37601002,9.734257817,9.961175702,9.866944811,10.91587878,10.47971813,10.52621282,10.39127599,10.41899676,10.4856792,7.87698546,8.103100035,8.006833826,7.57800525,7.570611643,8.018002011,7.797722706,7.952174044,8.152983987,8.229185706,8.119807975,8.223039828,6.864933401,6.814440805,6.980331601
2.8,2.8,2.84,2.53,4.48,4.18,4.66,4.8,4.587419001,5.200115881,6.380519941,5.764380659,5.252374026,5.095633321,4.52681004,3.945989072,3.654333952,3.577098657,3.674740065,3.625371505,4.45572131,4.269290627,3.817459007,3.713826071,3.759786381,3.455628197,3.736248707,3.809621818,4.034116179,4.079247033,3.692885009,3.70575711,4.186891757,3.968156518,3.837087569,3.53639498,3.968156518,3.825917967,3.836876834,3.942495006,3.777968682,4.096279463,3.754055311,3.801509197,3.889401953,3.870794345,3.970882623
4.92,4.96,4.97,5.17,6.75,6.71,7.26,7.31,7.703204545,7.585706199,7.932013912,7.880752859,7.975756274,8.185633674,6.366428441,6.45747129,6.223875144,6.376542119,6.284742176,6.166667395,5.821779563,6.18692069,6.152047086,6.503186847,6.183616448,6.160742015,5.834241402,6.186534993,5.60455438,6.128539222,6.338246441,5.641188394,5.866964247,5.768507779,5.754720372,5.781749197,5.799272102,5.960304353,5.70432561,5.77151205,5.856712074,5.749160999,5.809129394,5.879650045,5.70299833,5.792121468,5.47382631
4.25,4.22,3.37,3.37,6.86,7.23,7.37,7.61,7.906680187,7.854157767,10.54961142,9.808240233,7.239732172,5.505093798,7.950517466,9.312675988,8.12156502,8.881930936,10.00433896,9.221275986,8.532869831,9.341902354,8.848809443,9.797556744,9.983522501,9.708725104,7.28558604,7.841583096,7.61117148,8.415453169,8.035762362,7.835647824,6.726577436,7.307516521,6.241700873,5.838286901,5.901419226,6.088342935,6.000069659,5.901419226,5.901419226,5.699614943,5.775475858,5.59249035,7.373005806,6.670039931,6.706024253
2.28,3.2,3.15,3.35,6.47,6.39,5.87,6.14,4.432545241,4.49674994,4.779559156,4.620744746,6.00533935,4.759001327,3.140660133,3.273221059,3.094544993,3.003397687,3.617968821,3.080464725,3.201271706,3.218291951,3.080637275,3.186194045,3.046770852,2.960933302,3.577777721,2.982230148,3.003485513,3.654495035,3.064013226,3.164358264,6.225792342,6.101205883,6.564312863,5.407023941,5.434671678,5.641711228,5.358992579,6.133212868,5.515548124,5.918001116,5.61161708,5.625103062,5.795437615,5.354207809,5.838660484
6.16,6.25,5.69,6.08,3.96,3.16,3.32,3.66,9.065289565,9.211065748,8.574979456,8.319947539,9.158508709,9.65411327,6.586967777,5.907374442,5.760121928,6.960875785,6.363363526,6.254780275,6.744023595,5.928813751,5.442842988,7.223835006,6.106496013,6.04324976,6.23397317,6.017576648,6.10611771,6.975048331,6.33613267,5.999136121,5.421903131,5.448634407,5.063852783,4.162244403,5.455456422,4.920606871,4.828608885,4.64359536,4.451354734,5.229001266,4.991755437,4.844215642,5.226103803,5.307141411,5.52762882
7.96,7.04,7.33,6.45,11,11.44,11.91,11.77,10.52938175,10.84884981,11.35763447,11.3815754,10.15128298,9.181674068,2.363369374,2.600994504,2.16916315,2.257606356,2.514616095,2.270547844,2.224417537,2.571690041,2.346407188,2.350955941,2.42347162,2.704731267,2.172445083,2.304421359,2.368235801,2.232599808,2.447796368,2.455187005,8.946204971,8.630153039,8.858515147,7.868191377,8.897212026,8.486610787,8.711946216,8.065478256,8.591458004,8.821182192,9.025652108,8.154240167,8.73670535,8.760488738,8.603456763
6.72,7.05,5.95,6.95,10.03,9.89,9.8,9.52,12.3492287,12.30575967,12.63919372,12.23213908,11.38033118,11.10316976,6.883565023,7.040964133,6.826827899,7.066624277,7.729944631,7.199494401,6.498586615,7.145781477,7.189478031,6.908934801,7.13122465,7.664220782,6.399729108,7.117183837,7.000849966,7.21992687,7.400714034,6.661496177,7.722310376,7.929758331,8.294555072,7.805159512,7.386258954,7.423350077,7.695580396,8.262500366,7.854507808,7.608921711,7.230036127,7.626662662,7.951001375,7.420857284,7.116067789
3.21,2.89,2.77,2.85,5.56,5.58,4.96,5.94,11.02476569,10.2005431,11.86879555,11.13201768,9.155324229,6.169468076,3.151053715,3.002384244,2.753671899,2.763053589,2.842763443,2.627721972,2.621899574,2.928349793,2.847007431,2.770719506,2.802235799,2.640188463,2.732010328,2.717992409,2.742459841,2.661243146,2.765361863,2.771453577,3.154133553,3.70685251,3.110937386,2.89397669,3.038300628,3.121732789,3.127033826,3.236979265,3.094107884,3.272314043,3.061302808,3.113500717,3.039967555,2.908572149,2.995346897
2.3,2.32,2.5,2.16,5.95,5.2,5.87,6.71,6.368288186,6.592056316,5.526006193,3.920560088,3.467240347,6.242648232,3.533568821,3.310694717,3.219765723,3.111312465,3.491838535,3.510477535,3.455009859,3.240316193,3.658029567,3.427659865,3.75856009,3.342323123,3.407746685,3.396502161,3.448132895,3.433428559,3.142002276,3.511551401,9.388489175,9.759659035,9.430378004,8.50404848,8.121456296,7.488881356,8.465328133,7.892500863,8.007655482,7.07946044,6.227841909,5.662025692,9.579120091,9.834433701,9.972319843
5.24,3.99,4.15,4.06,9.44,9.65,11.05,11.01,8.934425092,9.920154825,10.13248688,9.496406423,9.798304922,8.872034566,7.666889617,7.769901547,7.894684571,6.814753618,7.097692561,7.496724099,7.037243287,7.276630845,7.869399736,6.18490757,7.129689403,7.60184858,7.108436983,6.784650647,7.024010089,6.168536023,6.409277704,5.917281638,7.753277338,8.441036136,7.968875017,8.027565559,7.77369311,7.876519603,7.067411086,7.65467111,7.564869165,8.202713427,7.65737183,7.216834711,7.567420339,6.985762208,7.169258315
3.49,2.99,2.9,2.83,9.17,9.38,11.33,11.55,10.4160269,11.98356726,11.62546229,11.21606678,9.439093249,6.921472036,8.943377708,9.159894926,8.702601129,7.238481038,8.422786985,8.261337003,8.240575473,9.107161478,8.664308734,7.056100457,8.842368316,8.327286494,8.080775433,7.708379658,7.484176191,6.703018675,6.925966073,6.695522905,8.530780116,9.424000158,7.923606853,6.640174093,7.156858945,6.719018847,6.279455951,8.160736525,7.066551817,7.298877088,6.974918021,7.318235579,9.014478644,7.307996912,7.72956805
4.22,3.75,4.04,3.68,6.11,5.79,6.21,6.53,4.557679659,2.815202411,3.359254084,4.8099957270000004,4.58591797,5.216784653,2.47055396,2.695900083,2.203530589,2.530703699,2.357362348,2.2146499,2.379207788,2.179602851,2.248721833,2.323233056,2.366525262,2.242535216,2.317091451,2.384220975,2.362223018,2.534898782,2.318533445,2.475886162,7.836423475,8.093304104,7.555341298,6.414254591,6.467276192,6.157312592,6.5885227,7.347205711,6.126055833,6.204206555,6.09037719,6.619725984,7.767428712,6.949268738,6.992252068
6.02,5.85,6.07,4.65,9.54,9.51,10.04,10.07,6.22302475,7.215600947,7.030104293,7.789318447,6.716867465,6.732744049,2.464677306,2.39543766,2.401689752,2.516070261,2.659046156,2.383150885,2.538043703,2.290406947,2.447191805,2.508895554,2.261113116,2.487225369,2.383046088,2.490968923,2.457690126,2.629671753,2.475927367,2.395981154,5.89512667,5.426318932,6.159154211,6.833253369,6.291925762,6.122538635,5.535783473,5.198023898,6.053845921,4.728521861,4.78784424,4.55140662,5.866826486,7.04106079,6.200047451
3.31,3.02,2.96,3.03,4.51,4.21,4.45,4.67,5.202754651,8.420937089,6.450632269,6.004532853,6.062480096,5.90945631,9.048019793,8.853286194,7.844758978,7.367088756,7.17179273,6.852398671,8.573981781,8.28237766,7.05113937,7.135215414,6.932119669,5.942991207,8.710238249,8.085780153,7.262745783,7.885866479,7.056737046,6.330532558,7.158598039,7.451825705,6.783349682,6.004512869,6.298280446,6.14732029,6.19813307,6.864836418,6.550452213,7.165011048,6.280104973,6.636696945,7.08878222,6.590940012,6.776732667
6.67,5.69,6.01,6.01,8.49,8.35,8.39,8.48,6.789338012,7.591604624,7.355897235,7.390100152,-1.155225502,0.637100124,5.76768383,4.664294647,3.871594066,4.103073399,3.936188461,3.569783194,4.360328379,4.070785149,4.024478464,3.924600933,3.339454471,3.537417986,4.633769497,3.611712281,3.607238213,3.855630993,3.477183201,3.416467768,5.12742651,5.350692805,4.959962061,3.662514571,4.216779183,4.17734733,4.41485613,4.490379149,3.94109142,3.993066622,4.594970346,4.598478325,4.662434967,4.455855457,4.861615614
6.24,6.35,6.8,5.58,9.67,9.85,10.46,10.71,6.630647182,7.571305168,7.472317172,7.095175458,6.422093367,5.998127791,2.464458871,2.522738954,2.410315995,2.59268108,2.590571284,2.63657689,2.484066931,2.400857964,2.525383356,2.294591875,2.611886471,2.634990828,2.537663525,2.649116716,2.697314787,2.566916744,2.653113702,2.132563432,6.125527843,5.742022126,6.351082446,6.89683376,6.463032353,6.27713708,5.915654796,5.769928921,6.093209735,5.364011787,5.387880971,5.313249283,6.364589991,7.032220751,6.364589991
2.92,3.48,2.99,2.76,6.51,5.55,6.41,6.64,10.67675929,10.32769859,10.69334756,9.938559271,10.84665001,8.807802475,6.440801153,6.516181749,6.404491884,4.597216817,3.714857197,4.012392617,5.829229386,6.457169517,6.407584925,4.36328355,3.761922486,3.856676648,5.868463168,5.293811685,4.326058018,5.126125085,4.229705586,4.515763661,5.354016681,5.024060157,4.638151606,4.392135135,4.291151964,4.439615979,3.936683836,4.866925141,4.354715374,4.856505186,4.546991781,4.835489649,3.732720058,3.912009181,4.235784439
2.44,3.22,2.54,3,4.93,5.24,5.11,5.45,8.016095119,8.537878433,8.566274803,9.317288238,4.543056574,2.2958376130000002,5.560200149,5.809196738,5.534258267,7.168309014,6.802653973,6.545913142,4.754866588,5.447481717,5.383155059,7.4547415,7.273288044,7.067099726,4.834782548,6.092973048,5.108943788,6.291165967,6.346163716,5.49763578,3.756318899,3.486868872,3.416445693,3.709842676,3.795319685,3.660945758,4.242762797,3.581040528,4.000904081,3.499055291,3.722967098,3.497724647,3.660945758,3.685383584,3.754055311
6.82,6.75,7.28,7.01,9.46,9.36,10.19,10.22,9.570113752,10.66809607,9.97234802,9.876334296,9.529112306,8.750526115,8.480134884,9.299419807,9.085254776,8.652601156,9.673735512,9.617872929,8.403217807,9.216712457,9.201764235,8.97175997,9.609420686,9.45800139,8.172526909,8.052548261,8.202791783,8.505824636,8.264919412,8.404577053,8.630064535,8.970530889,8.535584726,7.507359435,7.825217124,7.560148343,7.859753948,7.683432678,7.603074645,7.802459152,7.669257264,7.696225969,8.541794224,7.745851751,8.299300099
7.72,8.35,8,7.22,10.46,10.8,10.59,10.97,9.240505149,10.84432131,7.907245215,8.302853656,9.768690503,9.724020933,7.782738452,7.73912271,7.731247593,7.585998844,7.83329742,8.084028172,7.913552664,7.896215209,8.196365163,8.20400242,8.554678101,8.763668036,7.667461038,7.68619705,7.621677286,7.58235249,7.776018951,8.000802205,11.53329394,11.31850281,11.31281727,11.63534044,11.43137231,11.07041178,11.33268092,11.35173894,11.15130958,10.82541363,10.28686591,10.587438240000001,11.38636092,11.84097854,11.5417685
3.75,3.9,3.66,3.43,6.03,6.01,5.43,5.5,5.726564228,5.894720772,5.952314927,5.187842951,6.167119038,6.342883595,4.392384774,4.677217016,4.427276824,4.687170892,4.656598086,4.619223163,4.497472369,4.536649452,4.6816381,4.57173271,4.688067188,4.598456501,4.688973851,4.501568684,5.197725336,4.668132156,4.272430148,4.548674954,5.116385476,5.127924391,5.045543976,4.869315772,5.165351683,4.931904293,4.969230542,5.266586342,5.165351683,4.839150618,5.089058588,4.798137545,5.184003771,5.269872057,5.334369571
4.19,3.93,2.99,3.53,6.77,7.49,7.01,7.6,1.576154464,1.563734117,2.958684944,3.053358138,4.254601601,3.814693968,2.602053743,2.511006709,2.591916569,2.737431998,2.418206162,2.469880902,2.602877156,2.568296671,2.321705113,2.577494194,2.524244816,2.415768201,2.604110129,2.444575983,2.54959259,2.282751174,2.375312409,2.712577185,12.82207521,12.49303631,12.2880464,12.42606632,11.9826923,11.01918467,11.82911116,12.35341287,11.67801503,10.45303425,9.576223642,10.34391789,12.97551667,12.84184024,12.52073308
3.78,3.74,3.86,3.3,5.39,5.35,5.27,5.75,5.175596455,4.960275381,6.244681597,5.608729419,6.179726005,5.30635339,2.349409142,2.416928536,2.471164503,2.171767967,2.712992475,2.390332668,2.222498015,2.439624376,2.489734286,2.372414548,2.2552133,2.317195135,2.171767967,2.583264191,2.387584704,2.274710362,2.454971139,2.640494368,3.012949905,2.916534456,3.056162605,3.36069681,2.879180714,3.027800071,2.991220562,2.898619605,2.920745275,3.053705962,2.827696638,3.2284117,2.898619605,3.150571725,3.106741619
6.98,7.31,7.08,7.21,5.2,5.62,5.08,4.81,4.924551251,0.610066914,3.56058046,4.958387992,3.783655705,2.850419401,6.565989618,6.803739199,6.301886825,6.411612488,7.125111859,6.59290125,6.104813875,7.002587736,6.470257906,6.729875235,7.040355364,7.285900705,5.794173914,7.043949526,6.2230325,5.569807245,7.368582357,6.720887216,5.653457611,5.420931413,5.369782505,4.284095805,4.136604984,4.794465139,4.971263854,4.971263854,4.026021979,3.643596907,4.359775412,4.734578454,5.636173988,5.193046982,4.538581629
3.6,3.62,3.38,3.37,4.35,4.49,4.32,4.29,5.074835074,6.139755975,3.978836278,5.169660483,5.482674065,5.800237273,3.083342489,2.813250059,2.940728452,2.976514757,3.33172371,3.094786472,3.258635465,2.921905351,3.360413579,3.185221797,3.291797941,3.172489543,2.992153319,2.972207742,3.088026041,3.022239207,3.145380036,2.895847882,3.556659949,3.43011449,3.688311122,3.379169153,3.672042317,3.981275016,3.688934458,3.386420204,3.744136578,3.602611281,3.843779803,3.626913463,3.628726763,3.735769241,4.250185545
9.55,9.55,9.19,8.81,11.97,11.66,12.14,12.6,0.425566724,5.134475607,3.269549371,1.832031229,1.140392577,1.493165672,7.55721268,7.439881473,7.051315911,6.501488541,6.911741542,7.070716344,6.97648756,7.020033596,6.611273399,6.220153772,6.382712223,6.536884317,7.571718764,7.661696538,6.877442842,6.894523265,7.516183928,7.415654921,8.181474293,8.250384965,8.189229063,8.299029183,8.200909306,7.855013113,7.884521628,7.956909191,7.786223847,7.621198809,7.263800734,7.57800525,8.723279845,8.096287147,7.787221403
3.2,2.89,3.58,2.91,5.07,5.65,5.75,5.64,4.67845507,4.418081978,3.604344176,3.186020319,-0.408720802,1.827022274,2.793590543,2.908586116,2.902798283,3.010365426,3.24913635,3.09988203,2.978265785,2.805954966,2.820447965,2.902798283,3.339634235,2.966596125,2.516390962,2.727350901,2.814996081,2.472144671,2.578158653,2.780948727,4.300981568,3.853263355,3.342039285,3.405746706,3.31437205,3.18986865,3.55798306,3.479172844,3.006694829,3.645196545,3.099333364,3.188035532,3.922290363,3.805922537,3.890333085
4.6,4.61,4.26,4.34,6.33,6.51,6.92,7.19,7.248553811,7.188608625,7.79179454,8.040322603,7.433268285,8.073509643,8.017985115,7.76894132,7.206937182,7.918134422,7.597921947,7.14316085,7.657672061,7.551276396,7.339865794,8.276897606,7.215418809,7.040964133,7.650986362,7.818962798,7.538707391,7.769862869,7.451613596,6.606927086,4.518502295,4.560029511,4.355361673,4.346625733,4.655642635,4.677666304,4.518502295,4.35334993,4.496336405,4.528250272,4.36827298,4.684650297,4.546404386,4.518502295,4.509491887
5.71,6.29,6.05,4.82,10.51,9.55,9.75,10.54,13.92568424,13.99540502,13.77358225,13.66769924,13.20260291,12.0395771,10.1780232,10.33208276,10.18917962,9.189344111,7.722521753,9.039748805,9.597439306,10.00891641,9.805529862,9.102689019,7.822828391,8.373778173,9.865717191,9.553774101,9.654831276,9.670947944,8.405990364,9.503106106,7.6122793,7.695857577,8.132619272,6.905511828,7.263035701,7.349998185,7.065568705,7.68621745,7.263035701,7.236943763,7.115730786,7.445170468,5.784704939,5.129894034,5.156710198
3.31,3.39,3.14,3.11,5.5,5.26,6.05,6.23,10.87148946,10.97994673,11.61596062,11.62236303,9.88377506,8.76159777,9.383069875,9.015717939,8.160644041,7.432475925,6.866377246,6.491504341,8.907657807,8.772532792,7.852482567,7.323171265,6.171230423,5.74998453,9.049334293,8.332494944,7.659939541,7.599234221,7.056821993,7.04461136,7.913255662,8.501833098,7.546109975,6.622125222,7.143055995,7.132553175,6.600211878,8.021132146,7.705222403,7.938208177,7.143055995,8.006365566,7.485289574,6.374702277,6.598593562
2.67,2.67,2.92,3.36,5.38,5.52,5.99,6.34,6.623264053,8.166208284,8.347426486,7.715165801,6.2328219,5.473118001,6.298943774,6.477527822,6.209494393,6.232361668,6.606213643,6.444301727,5.918013917,6.577729089,6.399284053,6.522713843,6.855146445,6.245685847,6.384897313,6.383087732,6.04358816,6.193512638,6.329181239,5.918380465,8.502059467,9.141973284,8.949543032,9.226751689,7.652494,8.467528483,8.377540887,8.644827668,10.16900357,8.741597621,9.13038382,8.644827668,9.106772078,9.479528655,9.518044852
